Car Model,Acceleration,Number of Cylinders,Origin,Curb Weight,Horsepower_bin,MPG_bin,Engine_Displacement_bin,Weight_bin
Nissan,15.43460324,8,Germany,2712.908536,>350,40-50,2-3,>5000
Chevrolet,18.86474533,4,Japan,3035.624152,150-200,<15,4-5,2500-3000
BMW,15.68591043,8,USA,2601.735058,>350,25-30,4-5,3500-4000
Honda,10.52561761,8,USA,2858.846829,100-150,15-20,2-3,>5000
Nissan,15.69542303,4,Germany,3484.60128,>350,20-25,<2,4500-5000
Audi,5.604172441,6,USA,2518.645468,200-250,35-40,2-3,3500-4000
BMW,10.79623343,6,Japan,3406.139298,200-250,25-30,3-4,2500-3000
Toyota,11.09484548,6,Japan,3658.535385,300-350,25-30,4-5,3000-3500
BMW,7.502573516,8,USA,2755.230627,>350,25-30,<2,3000-3500
Chevrolet,5.346282208,4,Germany,2771.452845,100-150,25-30,4-5,2500-3000
BMW,7.00071855,6,Germany,2543.28455,200-250,40-50,2-3,4500-5000
Honda,14.81932244,6,Japan,3268.675058,>350,40-50,3-4,3000-3500
Chevrolet,17.03433225,6,USA,3481.881335,250-300,40-50,5-6,3500-4000
Ford,19.82305239,6,Japan,3185.364373,150-200,40-50,2-3,3500-4000
Toyota,10.19545255,4,Japan,3084.173214,250-300,20-25,3-4,>5000
Audi,13.99068833,6,Japan,3181.619226,250-300,35-40,<2,3500-4000
Ford,19.0571745,8,Germany,3672.292328,>350,25-30,<2,2000-2500
BMW,7.50562672,8,USA,2550.271461,>350,20-25,2-3,2000-2500
Nissan,15.7646838,4,USA,3675.727841,300-350,40-50,<2,4000-4500
BMW,16.324681,6,Germany,3499.513174,>350,<15,4-5,4000-4500
Mercedes,6.334633038,6,Japan,2862.139831,250-300,40-50,3-4,3500-4000
Audi,17.91874078,8,Japan,3287.109589,100-150,25-30,3-4,3500-4000
Audi,17.19657571,4,Germany,2573.936006,200-250,35-40,2-3,2000-2500
Mercedes,5.501045099,8,USA,3069.383006,250-300,35-40,2-3,4000-4500
Nissan,6.366266223,4,Germany,2761.063719,150-200,40-50,4-5,4000-4500
Ford,5.736903408,4,USA,2533.450579,>350,35-40,5-6,2500-3000
Ford,10.02115298,4,USA,3035.634247,>350,30-35,<2,2000-2500
Nissan,12.63933486,8,USA,3589.168626,200-250,<15,5-6,2000-2500
Honda,12.98521592,4,Japan,3881.532801,300-350,30-35,3-4,2000-2500
Mercedes,9.015001397,8,Japan,3493.39527,>350,15-20,3-4,4000-4500
Toyota,18.6739533,8,Germany,3102.955192,>350,35-40,3-4,2500-3000
Chevrolet,10.52394185,6,Germany,3999.244169,>350,30-35,<2,3000-3500
Mercedes,5.683252339,8,Japan,2924.415262,300-350,35-40,<2,2500-3000
Ford,9.503406673,8,Germany,2780.697149,>350,<15,3-4,>5000
Toyota,12.96664134,6,Japan,3195.523404,300-350,<15,2-3,>5000
Chevrolet,11.12332734,6,Japan,3257.367123,300-350,35-40,5-6,2500-3000
BMW,9.107637786,6,USA,3032.23507,100-150,<15,3-4,3000-3500
Chevrolet,6.969848746,4,USA,3543.248619,150-200,<15,2-3,2500-3000
Ford,17.2874675,4,Japan,2775.796618,300-350,<15,4-5,3500-4000
Honda,19.94217863,6,USA,3265.50964,200-250,40-50,2-3,2000-2500
Honda,9.943132003,4,Japan,3250.190438,100-150,35-40,3-4,4500-5000
Toyota,10.72431566,6,USA,3735.679634,>350,20-25,4-5,4000-4500
BMW,14.27056287,4,Germany,3890.452298,100-150,20-25,5-6,>5000
Toyota,15.77662212,8,Germany,3494.898811,300-350,20-25,4-5,2500-3000
Nissan,10.88044302,4,Japan,2958.057386,300-350,40-50,4-5,>5000
Honda,18.57394275,4,Japan,3534.41653,>350,35-40,4-5,>5000
Toyota,13.40005984,8,USA,2877.056694,250-300,15-20,5-6,2500-3000
Nissan,11.75585115,6,USA,3949.816586,100-150,15-20,2-3,3500-4000
BMW,14.7000913,4,Japan,3733.543179,300-350,<15,<2,2500-3000
Audi,19.29205772,4,Germany,3146.785383,>350,35-40,2-3,3000-3500
Chevrolet,16.91828442,8,Germany,3676.515276,>350,40-50,2-3,3000-3500
Toyota,5.600196958,8,Japan,3112.983468,250-300,20-25,4-5,4000-4500
Nissan,9.984648661,8,Germany,2611.915238,200-250,<15,4-5,3500-4000
Honda,12.05817027,8,Japan,3560.15331,>350,<15,3-4,>5000
Mercedes,9.717763583,6,USA,3106.92075,150-200,40-50,<2,2500-3000
Chevrolet,15.50281341,4,Germany,3895.479725,300-350,20-25,4-5,>5000
Toyota,17.39403725,4,Germany,2959.841821,250-300,40-50,2-3,2500-3000
Honda,15.97017643,4,USA,3764.999232,100-150,30-35,4-5,>5000
Audi,19.8399993,4,USA,3520.656768,200-250,25-30,3-4,3000-3500
Chevrolet,9.088214718,6,Germany,3779.986924,200-250,15-20,2-3,2500-3000
Ford,18.12484243,4,Germany,2937.822816,>350,<15,2-3,>5000
Honda,16.49933998,6,Japan,3192.018105,>350,30-35,<2,3000-3500
Ford,10.43268136,6,Japan,3734.693517,200-250,40-50,4-5,4500-5000
BMW,16.01186815,8,Germany,3465.728229,>350,35-40,5-6,4000-4500
Toyota,6.561139346,8,Japan,3039.882849,100-150,30-35,4-5,3500-4000
Audi,16.84000224,4,USA,3267.993439,300-350,<15,<2,3500-4000
Nissan,12.98495904,6,Japan,3994.147142,100-150,40-50,3-4,4500-5000
Toyota,9.384352591,8,Japan,3612.771993,>350,40-50,4-5,2000-2500
Honda,14.83665953,6,Germany,3421.783979,>350,20-25,4-5,4500-5000
Ford,14.62429998,8,Japan,3741.867071,>350,40-50,<2,>5000
Mercedes,8.142293341,6,Germany,3163.045508,>350,30-35,<2,2000-2500
Ford,5.455961222,4,Germany,3925.096007,>350,30-35,4-5,2500-3000
Chevrolet,11.5043388,4,Germany,3328.031843,>350,35-40,2-3,4500-5000
Toyota,13.54267804,6,USA,2990.308224,>350,40-50,2-3,3500-4000
Toyota,18.14907918,8,Japan,2629.029966,>350,35-40,<2,3500-4000
Honda,18.92325193,8,Japan,3063.542829,300-350,15-20,3-4,2500-3000
Mercedes,12.93207827,4,Japan,3352.957566,100-150,20-25,4-5,4000-4500
Ford,16.30705226,4,Germany,3554.872208,300-350,40-50,5-6,2500-3000
Honda,11.58954908,4,USA,3812.675039,150-200,15-20,3-4,3500-4000
Honda,16.19123235,8,Germany,3915.941253,300-350,20-25,3-4,>5000
BMW,8.072022874,8,Japan,2653.680769,250-300,25-30,<2,3000-3500
Ford,10.56597102,4,Germany,3401.357479,300-350,25-30,3-4,3500-4000
Honda,14.51341998,6,Germany,3499.884474,100-150,30-35,3-4,>5000
Ford,5.272369484,8,Japan,2758.095725,150-200,40-50,3-4,4500-5000
Honda,15.83691966,4,Germany,3318.40102,250-300,15-20,3-4,>5000
Mercedes,17.53303252,6,Germany,3002.250453,>350,<15,2-3,3500-4000
Nissan,10.98712492,8,USA,2616.125998,250-300,15-20,<2,>5000
Mercedes,11.71913626,6,Germany,2598.798987,250-300,40-50,2-3,2000-2500
Mercedes,17.76923318,6,USA,3638.819471,>350,35-40,<2,2000-2500
Honda,16.63481953,8,Japan,3423.183178,300-350,20-25,2-3,2500-3000
Mercedes,9.322242336,4,USA,3572.682517,200-250,40-50,5-6,3500-4000
Mercedes,9.859641598,6,Germany,3527.917232,250-300,40-50,3-4,>5000
Mercedes,15.18317349,4,Japan,2701.46845,150-200,40-50,3-4,3000-3500
Honda,13.44797139,8,Germany,2727.347885,>350,40-50,4-5,4500-5000
Audi,7.433443566,6,Germany,2878.725586,150-200,20-25,5-6,4500-5000
Nissan,9.648948638,6,USA,3098.65088,200-250,40-50,3-4,4000-4500
Toyota,18.49974915,6,Germany,3908.764337,100-150,25-30,4-5,3000-3500
Ford,15.32261655,6,USA,3510.838542,150-200,40-50,2-3,4000-4500
Audi,19.78961477,6,Japan,2882.757902,>350,35-40,2-3,3000-3500
Chevrolet,16.50518795,8,Japan,2583.976153,150-200,40-50,3-4,2000-2500
Nissan,19.12961648,6,Germany,3526.335896,100-150,35-40,4-5,>5000
Audi,8.242828608,8,USA,3437.977706,250-300,15-20,4-5,2500-3000
Mercedes,16.57227312,4,Germany,3513.645128,100-150,30-35,2-3,2000-2500
Toyota,5.303262802,8,Germany,2891.769481,100-150,40-50,2-3,>5000
Honda,15.06140033,6,Germany,3275.444826,>350,40-50,4-5,3000-3500
BMW,12.03923417,4,Germany,3042.554202,>350,<15,2-3,4500-5000
Toyota,10.20140108,8,USA,3726.548408,>350,15-20,3-4,3000-3500
Nissan,17.93606528,8,Germany,2604.094993,>350,15-20,4-5,3500-4000
BMW,17.81401539,8,Japan,2913.162684,>350,35-40,4-5,3000-3500
Honda,5.334525573,6,USA,3404.430616,100-150,40-50,4-5,3000-3500
Toyota,14.14257684,6,Germany,2807.835666,>350,15-20,4-5,3500-4000
Chevrolet,10.51748336,8,USA,3509.070154,>350,30-35,3-4,4500-5000
Ford,11.23491502,8,Germany,2705.158755,>350,40-50,4-5,4000-4500
Ford,17.48061109,4,Japan,2534.218438,300-350,35-40,3-4,>5000
Nissan,9.647596573,6,Japan,3795.241799,150-200,30-35,2-3,2000-2500
Audi,19.14573216,6,Japan,3000.166602,>350,30-35,<2,4000-4500
Honda,7.694507396,4,USA,2735.273475,>350,30-35,2-3,4000-4500
Honda,14.94083635,8,Japan,2759.063539,>350,20-25,3-4,>5000
Ford,15.08157601,8,Germany,3828.843091,150-200,30-35,3-4,2000-2500
Toyota,8.782927421,4,Germany,3481.647109,150-200,35-40,4-5,4000-4500
Honda,9.871259135,8,Germany,3934.5194,150-200,40-50,2-3,>5000
Chevrolet,17.52197739,8,USA,3700.060485,>350,35-40,2-3,2500-3000
Chevrolet,16.42707882,4,USA,3651.314028,150-200,40-50,5-6,>5000
Honda,9.936438205,4,Japan,3249.730989,100-150,15-20,<2,2000-2500
Honda,13.0093482,4,USA,3731.207348,>350,25-30,3-4,4500-5000
Ford,5.925204444,8,Germany,3118.978808,100-150,<15,3-4,>5000
Nissan,8.131188236,4,Germany,3740.500746,>350,15-20,3-4,4500-5000
Ford,12.28730838,8,Germany,3636.611938,200-250,35-40,<2,3500-4000
Nissan,6.289606029,6,USA,3517.657938,>350,40-50,<2,2000-2500
Mercedes,17.64998532,6,Germany,2994.574279,300-350,<15,<2,>5000
Chevrolet,15.77009315,4,Japan,3446.067456,>350,25-30,3-4,3500-4000
Nissan,19.15450506,8,USA,3260.181437,>350,40-50,3-4,2000-2500
Ford,15.40200359,8,Germany,3192.3143,100-150,15-20,2-3,4500-5000
Honda,19.10602058,8,Germany,3985.3695,100-150,30-35,4-5,3500-4000
Nissan,13.31768834,4,USA,3256.596745,200-250,35-40,4-5,2000-2500
Ford,14.00327917,8,USA,2547.979308,>350,30-35,<2,2500-3000
Chevrolet,19.65456582,8,Japan,3439.701804,>350,15-20,3-4,2000-2500
BMW,14.6319372,8,USA,3592.016268,250-300,20-25,4-5,4000-4500
Mercedes,5.461798533,6,Germany,3827.775804,300-350,40-50,2-3,4000-4500
Nissan,15.85704165,8,Japan,3449.02709,150-200,30-35,2-3,4000-4500
Chevrolet,18.58203038,6,Germany,2529.185676,>350,<15,3-4,>5000
Chevrolet,16.93370375,8,Germany,2679.616504,>350,40-50,5-6,>5000
Toyota,13.75749909,8,Germany,2741.860074,200-250,<15,4-5,4000-4500
BMW,15.0695527,8,USA,2816.89203,250-300,35-40,3-4,2000-2500
Nissan,19.85287684,6,USA,3699.665346,100-150,15-20,4-5,4500-5000
Ford,6.359931328,8,Germany,2964.640075,300-350,40-50,2-3,3500-4000
Nissan,15.00867243,4,USA,2968.543484,300-350,20-25,4-5,4000-4500
Nissan,9.250965419,8,Germany,3633.381161,150-200,20-25,3-4,4500-5000
BMW,14.60135595,6,USA,3118.654862,250-300,15-20,2-3,3000-3500
Audi,14.11435364,6,USA,2596.959298,200-250,20-25,4-5,>5000
Chevrolet,7.301852482,4,USA,3377.689669,300-350,40-50,3-4,2500-3000
Chevrolet,8.101199686,4,Japan,2695.10153,300-350,40-50,2-3,4500-5000
Chevrolet,14.32444367,4,USA,3357.49642,100-150,20-25,5-6,2000-2500
Chevrolet,6.92344921,6,Japan,3669.457161,>350,25-30,<2,>5000
BMW,8.977713127,8,Japan,3894.234456,>350,35-40,2-3,2000-2500
Ford,17.52868322,8,Japan,2600.57891,200-250,40-50,<2,2000-2500
Honda,9.90637259,4,Germany,2955.949876,100-150,30-35,4-5,3000-3500
Toyota,12.32090234,4,USA,3478.695975,>350,25-30,4-5,3000-3500
Audi,19.11710503,8,Germany,2973.179504,>350,25-30,2-3,2500-3000
Audi,8.407236333,4,Japan,3176.538417,150-200,35-40,4-5,4000-4500
Mercedes,10.84439026,8,USA,2530.136294,200-250,<15,3-4,3500-4000
Chevrolet,14.09686663,8,Germany,3540.247009,150-200,30-35,4-5,2000-2500
Mercedes,16.33008394,8,Japan,3824.920197,300-350,20-25,3-4,3000-3500
Chevrolet,18.5248008,8,Germany,3965.289472,150-200,40-50,3-4,>5000
Toyota,18.73209481,6,Germany,3745.800023,200-250,<15,5-6,4500-5000
Chevrolet,16.64960112,8,USA,2547.664394,>350,30-35,2-3,4500-5000
Honda,8.424962549,4,USA,3477.780952,300-350,25-30,<2,4500-5000
Audi,5.372139951,4,Germany,3243.488869,250-300,35-40,3-4,3000-3500
Nissan,10.75660896,4,USA,3906.84324,250-300,<15,5-6,2000-2500
Toyota,7.123232765,4,USA,3853.208297,300-350,30-35,3-4,3000-3500
Audi,15.65581471,6,Germany,3982.069262,100-150,30-35,<2,>5000
Ford,14.9169588,8,USA,3792.901336,100-150,30-35,2-3,>5000
Audi,5.659574624,8,USA,3320.338201,>350,30-35,3-4,3500-4000
Toyota,17.54890669,4,Japan,3572.350773,100-150,35-40,2-3,2000-2500
Honda,8.731148994,4,USA,3947.015855,>350,40-50,4-5,2500-3000
BMW,11.48340613,4,Japan,3367.175092,>350,20-25,5-6,3000-3500
Ford,15.01900603,8,Germany,3759.968781,200-250,40-50,3-4,4000-4500
Nissan,11.4412818,6,Japan,3913.314814,200-250,25-30,2-3,2000-2500
Chevrolet,11.61931704,6,Germany,3355.806537,300-350,<15,3-4,>5000
Toyota,5.98441993,6,USA,2738.731369,>350,<15,<2,3000-3500
Ford,11.02165324,6,USA,2733.34509,>350,20-25,5-6,>5000
Toyota,16.4727184,4,Japan,2672.975761,>350,40-50,3-4,>5000
Nissan,18.72764506,8,Germany,3214.48477,100-150,35-40,3-4,>5000
Toyota,11.20245706,4,USA,3220.212367,>350,40-50,4-5,4000-4500
Mercedes,11.3537874,6,Japan,3426.056783,250-300,30-35,3-4,4500-5000
Audi,15.53940659,4,Japan,3224.309221,250-300,25-30,4-5,4500-5000
Audi,19.14158002,6,Japan,3959.582523,100-150,15-20,<2,4500-5000
Ford,9.005914104,8,USA,2936.966231,150-200,20-25,4-5,4000-4500
Honda,11.6021631,6,Germany,3810.724938,>350,25-30,5-6,>5000
BMW,16.93959865,4,USA,2650.495641,250-300,<15,4-5,4500-5000
Ford,14.14540354,8,USA,3402.876517,200-250,15-20,5-6,>5000
Toyota,6.658795159,6,Germany,3472.487826,250-300,30-35,2-3,>5000
Nissan,14.41599103,6,Japan,3658.34519,>350,35-40,3-4,2500-3000
Audi,7.801194269,8,USA,3254.533319,>350,40-50,3-4,2000-2500
Chevrolet,12.65323901,4,Japan,2795.839431,200-250,40-50,3-4,3500-4000
Chevrolet,12.93654901,8,Japan,3053.496419,100-150,35-40,3-4,4000-4500
Nissan,18.14305043,4,Germany,2908.242275,200-250,25-30,2-3,>5000
Toyota,11.93741411,6,Germany,3128.658273,>350,35-40,2-3,3500-4000
BMW,9.191636334,6,Germany,3294.952462,300-350,40-50,3-4,4000-4500
Mercedes,8.464495223,8,Japan,3437.605437,300-350,<15,2-3,4000-4500
Nissan,18.11377815,6,Japan,3767.682917,300-350,25-30,4-5,2000-2500
Toyota,7.565162816,8,USA,3865.015482,200-250,40-50,2-3,4000-4500
Ford,11.38802841,6,Japan,3193.871927,>350,25-30,<2,>5000
BMW,7.807596724,6,Germany,2633.007156,300-350,30-35,3-4,2500-3000
Mercedes,16.5995606,4,Germany,3695.597784,100-150,30-35,3-4,4000-4500
Mercedes,12.1155896,8,Germany,3215.736588,150-200,15-20,4-5,4000-4500
Honda,10.26715536,8,Germany,3319.669902,300-350,20-25,3-4,2500-3000
Toyota,10.41649461,6,Japan,3393.69121,>350,20-25,2-3,2000-2500
Mercedes,17.7832131,4,Germany,3501.801638,200-250,<15,4-5,>5000
Chevrolet,13.30660931,4,USA,3835.15129,>350,<15,3-4,3500-4000
Chevrolet,15.76801777,8,Japan,3928.219293,>350,40-50,<2,2500-3000
Audi,18.45557774,8,Germany,3910.253979,150-200,20-25,3-4,2500-3000
BMW,18.52612514,6,USA,3714.195478,100-150,30-35,5-6,4500-5000
Mercedes,9.927635815,8,Germany,3833.86338,100-150,20-25,3-4,4000-4500
Honda,19.28676895,6,Japan,2574.482153,>350,40-50,2-3,4500-5000
Toyota,5.37313823,4,Japan,3773.669,150-200,20-25,2-3,2000-2500
Honda,10.65253342,8,USA,2608.397855,200-250,25-30,2-3,>5000
Audi,18.43698286,4,Japan,3619.290861,300-350,40-50,3-4,3500-4000
Ford,9.119553197,4,USA,2754.045432,>350,40-50,3-4,3000-3500
Honda,9.096221755,6,Germany,3040.165669,100-150,15-20,<2,3500-4000
Ford,9.539334276,4,Japan,2776.275519,250-300,40-50,5-6,3500-4000
Chevrolet,14.18470077,6,Germany,3165.192455,250-300,25-30,4-5,>5000
Ford,11.57499163,6,Germany,3117.621166,300-350,25-30,3-4,>5000
Toyota,15.90102255,4,Japan,2572.094266,>350,15-20,4-5,3000-3500
BMW,18.42365964,4,Germany,3745.746918,150-200,<15,<2,>5000
BMW,15.11299062,6,USA,3781.279744,>350,35-40,3-4,>5000
Toyota,8.067000803,6,USA,3681.260866,>350,25-30,4-5,>5000
Toyota,18.99022854,4,USA,3771.409905,300-350,25-30,4-5,2500-3000
Toyota,8.9673931,6,Japan,3626.318553,>350,35-40,4-5,4000-4500
Nissan,7.24841443,6,Germany,3906.226668,250-300,40-50,2-3,3000-3500
Mercedes,6.349509183,8,Germany,3364.588375,150-200,15-20,5-6,>5000
Audi,13.45075611,8,Germany,3373.96382,>350,30-35,<2,2000-2500
Ford,6.706436937,8,Germany,3789.864863,300-350,15-20,5-6,4000-4500
Mercedes,7.081638262,8,USA,3024.12332,>350,40-50,5-6,3000-3500
Toyota,9.500457209,8,Japan,2575.123531,200-250,35-40,2-3,3000-3500
BMW,9.224795145,6,USA,3624.783093,>350,40-50,4-5,4500-5000
Honda,14.06359265,6,USA,2881.883769,300-350,<15,<2,>5000
Honda,17.25117919,8,Japan,3211.353718,100-150,<15,3-4,4000-4500
Nissan,16.42024484,4,Japan,2860.659754,250-300,20-25,3-4,>5000
Mercedes,8.937266821,8,USA,3740.636278,>350,20-25,3-4,3000-3500
Mercedes,8.67965747,4,Germany,3937.439448,>350,15-20,5-6,4000-4500
Mercedes,19.48687295,6,Japan,2582.534655,250-300,40-50,4-5,3500-4000
Ford,5.123543624,4,Japan,2850.057447,>350,15-20,3-4,2000-2500
Ford,18.195808,6,USA,2784.343186,200-250,20-25,4-5,4000-4500
Audi,7.995927787,4,Germany,3509.805269,250-300,40-50,5-6,4500-5000
Ford,19.20926485,6,Japan,3143.0176,>350,25-30,<2,4000-4500
BMW,10.13460927,6,USA,3184.392495,>350,40-50,5-6,4500-5000
BMW,11.60527661,8,Japan,2735.618627,>350,<15,<2,4000-4500
Mercedes,15.60680921,6,Germany,3122.101962,>350,25-30,4-5,2000-2500
Audi,13.81503577,8,USA,2954.842421,100-150,<15,2-3,2000-2500
Mercedes,9.769089946,8,USA,3416.786372,>350,<15,2-3,4000-4500
Nissan,13.30746374,8,Germany,2825.857343,200-250,40-50,3-4,3000-3500
Ford,15.96060327,4,USA,3422.217012,150-200,15-20,4-5,2000-2500
Ford,5.635024189,4,Germany,3066.617788,150-200,30-35,3-4,3500-4000
Mercedes,5.167989579,6,USA,3019.441843,250-300,25-30,<2,4000-4500
Mercedes,11.87100409,8,Germany,2958.334951,200-250,20-25,3-4,3000-3500
Toyota,6.977549267,8,Japan,3510.750241,200-250,40-50,5-6,4500-5000
Mercedes,14.96516437,6,Japan,3343.627608,150-200,<15,3-4,4500-5000
Ford,8.210786843,8,Japan,3777.58255,200-250,35-40,2-3,3000-3500
BMW,11.4927666,6,USA,2862.415266,300-350,40-50,3-4,>5000
Toyota,7.965064053,8,Germany,2560.179369,250-300,30-35,<2,4500-5000
Toyota,13.22725379,4,Germany,2773.035223,200-250,40-50,4-5,4500-5000
Ford,6.740801891,6,Japan,3015.034546,>350,<15,4-5,4000-4500
Honda,5.346602792,6,Japan,2769.482485,>350,25-30,3-4,2000-2500
Chevrolet,5.766974572,4,Japan,2625.266016,>350,20-25,2-3,4500-5000
Mercedes,19.31387662,6,Germany,3168.00771,200-250,35-40,4-5,3500-4000
BMW,7.134293279,4,Japan,3515.400496,>350,40-50,3-4,>5000
Honda,15.6271738,8,USA,3627.35615,150-200,20-25,4-5,>5000
Ford,6.018893063,4,Japan,3098.090987,150-200,35-40,4-5,4000-4500
Mercedes,6.622405284,4,Japan,3217.066892,200-250,15-20,4-5,3000-3500
Ford,12.63314377,6,Germany,3633.20574,>350,30-35,3-4,2500-3000
Mercedes,11.97306395,8,USA,3029.061745,150-200,25-30,3-4,3000-3500
Mercedes,19.27370464,4,Germany,3677.149317,100-150,40-50,5-6,3500-4000
Honda,19.1725318,8,USA,3951.064098,150-200,30-35,3-4,3000-3500
Ford,16.69412964,4,USA,3820.720935,>350,20-25,3-4,4000-4500
BMW,14.03152745,6,Japan,3180.393005,>350,<15,2-3,2500-3000
Audi,11.82440476,4,Japan,3369.277742,200-250,15-20,4-5,>5000
Mercedes,10.34267801,4,Germany,3574.63958,300-350,15-20,3-4,2000-2500
Toyota,19.2063132,8,Germany,3023.950664,300-350,20-25,2-3,>5000
Nissan,14.04363217,4,Germany,3698.85715,>350,40-50,<2,>5000
Ford,13.68608792,6,USA,3155.375493,150-200,30-35,3-4,4000-4500
Ford,8.478516827,6,Germany,3770.262337,>350,30-35,4-5,4500-5000
Honda,5.700467268,4,USA,2882.100842,200-250,<15,3-4,3500-4000
Mercedes,19.1778287,4,USA,2517.067084,>350,40-50,2-3,4500-5000
Toyota,9.706028883,8,USA,3449.032594,100-150,35-40,4-5,3000-3500
Honda,11.63883535,8,USA,3177.833676,200-250,<15,<2,3000-3500
Audi,6.719599154,6,USA,2589.734676,200-250,35-40,3-4,4000-4500
Mercedes,17.55386495,8,Japan,3231.41853,300-350,30-35,2-3,3500-4000
BMW,5.414477493,4,USA,2752.854768,100-150,<15,2-3,4000-4500
Honda,17.50986143,6,USA,3444.623744,>350,25-30,2-3,3000-3500
Ford,7.104275192,8,Japan,3167.568366,150-200,25-30,3-4,3000-3500
Mercedes,18.29846169,6,Japan,2756.687128,>350,15-20,<2,2000-2500
Toyota,15.94658956,4,Japan,3117.908421,>350,40-50,3-4,2000-2500
BMW,7.470053938,8,Germany,2849.063212,300-350,40-50,3-4,3000-3500
Ford,13.48726989,4,Germany,3479.645171,>350,35-40,3-4,2000-2500
BMW,9.689844715,4,USA,2942.715061,>350,25-30,3-4,2000-2500
Ford,7.673496484,6,USA,3733.026025,200-250,25-30,4-5,>5000
Ford,17.88773299,6,USA,2521.244808,>350,35-40,2-3,2000-2500
Ford,11.0528415,6,USA,3105.126965,200-250,30-35,3-4,4500-5000
Mercedes,10.97815572,8,Japan,3425.620683,300-350,<15,<2,3000-3500
Nissan,7.548300122,8,Germany,2533.912427,>350,30-35,<2,>5000
Chevrolet,10.74598514,6,Japan,2823.762854,250-300,40-50,3-4,3500-4000
Toyota,18.07425269,8,Germany,2991.129939,200-250,25-30,3-4,3000-3500
Audi,10.44693066,8,Japan,2532.766832,250-300,<15,5-6,4000-4500
Nissan,19.27405344,6,USA,3320.036057,>350,40-50,3-4,3500-4000
Chevrolet,19.19463349,4,Germany,3446.302584,>350,15-20,5-6,4000-4500
BMW,7.17347989,8,USA,2841.283378,300-350,20-25,<2,2000-2500
Chevrolet,7.659668803,8,Germany,3315.224091,>350,15-20,<2,>5000
Mercedes,17.94011105,4,Germany,3998.690334,>350,20-25,<2,3500-4000
Mercedes,10.89141378,4,USA,3830.378932,100-150,40-50,2-3,3000-3500
Mercedes,5.065609734,4,USA,2587.991247,150-200,30-35,3-4,4500-5000
Chevrolet,9.108077296,6,USA,2691.823697,>350,15-20,4-5,3000-3500
Nissan,13.9644349,4,Japan,3241.604982,>350,40-50,<2,>5000
Toyota,16.98898949,6,Germany,2867.801672,>350,40-50,5-6,3500-4000
Honda,7.000829256,4,Germany,2621.453856,250-300,40-50,4-5,4500-5000
Chevrolet,6.658120466,4,Germany,2881.831739,100-150,15-20,2-3,2000-2500
Mercedes,18.8313898,6,USA,2591.767147,250-300,25-30,<2,>5000
Honda,16.26722552,6,Germany,3294.868663,150-200,40-50,2-3,4500-5000
Honda,13.84669401,4,Germany,3235.375156,200-250,40-50,2-3,2500-3000
Ford,16.53780185,4,USA,2509.48923,>350,<15,<2,2500-3000
Honda,11.43281542,4,USA,3223.774593,100-150,<15,3-4,3000-3500
BMW,16.37683621,8,Germany,3279.707721,>350,25-30,2-3,>5000
BMW,10.57704487,4,Japan,3408.555612,250-300,40-50,2-3,3000-3500
Ford,8.661418587,6,USA,3955.149587,300-350,30-35,5-6,3500-4000
Toyota,15.93520132,8,Japan,3974.038641,100-150,25-30,4-5,2000-2500
Audi,11.29508438,6,Japan,3290.393966,200-250,<15,5-6,3500-4000
Toyota,19.72065656,8,Japan,3767.780046,100-150,35-40,2-3,4000-4500
BMW,10.24227773,8,Japan,2627.748655,>350,40-50,3-4,>5000
Audi,18.82591131,6,USA,3296.731934,>350,25-30,3-4,4000-4500
Ford,18.99443823,8,Germany,3518.350089,250-300,40-50,<2,>5000
Toyota,8.627794206,6,Germany,3347.093229,150-200,40-50,<2,4000-4500
Audi,16.97331772,4,USA,2846.081492,>350,15-20,4-5,2000-2500
Audi,11.49611758,8,USA,2593.986979,200-250,30-35,4-5,3000-3500
Chevrolet,18.76287091,6,Japan,3080.003927,150-200,20-25,3-4,4000-4500
Toyota,11.75186409,8,Japan,3471.463747,300-350,40-50,3-4,>5000
Ford,16.16455576,6,USA,3987.56961,>350,30-35,3-4,>5000
Audi,12.00451114,4,Germany,2854.800177,100-150,35-40,<2,2500-3000
BMW,8.417011336,4,Japan,3876.684865,150-200,40-50,2-3,2500-3000
Mercedes,7.990251934,8,USA,2602.392099,>350,25-30,2-3,2500-3000
Chevrolet,11.38146791,8,USA,3896.483911,150-200,40-50,<2,>5000
Honda,16.33241986,6,USA,3748.550152,100-150,30-35,5-6,>5000
Honda,14.07607228,6,Japan,2531.418029,300-350,15-20,3-4,>5000
Honda,15.32943935,8,USA,2947.278061,>350,35-40,4-5,3500-4000
BMW,9.234895261,6,Germany,2576.434981,250-300,40-50,2-3,4000-4500
Mercedes,12.22153019,6,USA,3993.258807,>350,20-25,3-4,3500-4000
Audi,5.665928975,6,Japan,3141.766007,>350,40-50,2-3,3000-3500
Ford,17.26298624,8,Germany,3493.260279,100-150,40-50,<2,4000-4500
Honda,19.84838243,4,Germany,2851.285862,>350,20-25,2-3,2000-2500
Toyota,11.10318594,4,USA,3900.604358,250-300,40-50,4-5,2500-3000
Honda,5.164454797,6,USA,2911.261133,200-250,15-20,4-5,>5000
Audi,7.546889593,8,Germany,2890.321911,300-350,15-20,3-4,>5000
Nissan,14.78790317,6,USA,2971.900144,200-250,15-20,3-4,3500-4000
BMW,14.18118977,4,Japan,3193.733747,100-150,40-50,5-6,4000-4500
