Company Name,Stock Price,Market Capitalization,Earnings per Share (EPS),Price-to-Earnings Ratio (P/E Ratio),Dividend Yield,Beta,Debt-to-Equity Ratio
Company 1475,99.05497423,970705868.9,9.567289627,18.17519061,0.036797678,1.027033902,0.449725411
Company 1476,150.1390078,114190201.2,3.82909676,19.03986269,0.015061565,0.897299387,0.543762456
Company 1477,171.1768913,404197401.4,3.458482546,9.270342658,0.02316955,1.024792541,0.100231878
Company 1478,164.3427702,738147099.8,0.71807014,9.942257578,0.029971527,1.562486074,0.932161719
Company 1479,169.6720473,704849873.6,4.913119176,12.97043307,0.008563671,1.051770772,0.374536152
Company 1480,115.3374972,423305908.3,1.179234795,19.8374104,0.037081891,1.332894984,0.080779214
Company 1481,172.6751324,347177643.8,2.560544227,10.2529444,0.015132017,0.649897816,0.387291174
Company 1482,68.03135831,398214766.2,3.237731955,7.908293178,0.033118593,1.70752654,0.600202547
Company 1483,131.6733647,265011986.9,8.107380603,29.25292216,0.007914153,1.054832938,0.513652672
Company 1484,50.86379907,206127605.8,8.767337639,5.54954537,0.034405883,1.472801239,0.694541974
Company 1485,98.68787449,483556657.9,3.094416543,25.06743513,0.006409404,1.588084402,0.055483942
Company 1486,104.9692302,269265222.3,8.6011114,24.70087874,0.021267825,0.814491383,0.28454061
Company 1487,109.4259037,288174203.2,8.58658628,12.43035285,0.012360304,1.827012477,0.819230577
Company 1488,154.320081,657099307.4,7.670044409,8.3906654,0.037418762,1.424336377,0.079893688
Company 1489,108.2837152,968568794.4,1.552281629,8.640716168,0.01310175,1.143087713,0.855485955
Company 1490,117.3040434,604033563.4,6.934196184,22.43579043,0.044085865,0.773502775,0.091896092
Company 1491,85.63161963,77902487.6,9.455738239,21.07016478,0.044591011,1.913451407,0.834454215
Company 1492,105.9877687,76508030.24,6.85715074,24.56864186,0.009822066,1.632602306,0.360788401
Company 1493,84.09044409,951471797.6,3.383006806,28.43702931,0.030692297,0.812036844,0.612209063
Company 1494,60.97938857,297993499.5,5.055735243,22.29818408,0.004385882,1.006566162,0.152887116
Company 1495,140.517289,92974919.1,6.492677929,8.896288414,0.019576855,1.714511387,0.066168722
Company 1496,150.2319198,599445542.6,5.154647046,11.08606542,0.035666086,1.543516495,0.215938204
Company 1497,142.9235519,624025129.5,1.287534123,26.05484327,0.032971162,1.648676439,0.127853818
Company 1498,119.5241066,648856315.3,3.189434042,10.2326519,0.031235033,1.161801653,0.312405898
Company 1499,106.967867,268134625.8,8.043720702,6.813057924,0.014127043,1.574714394,0.514383247
Company 1500,179.5000474,16095573.53,8.628038656,22.58200135,0.018901247,1.079740584,0.588759464
Company 1501,127.8622678,965050354.1,1.459270324,15.06315889,0.005147307,0.816894375,0.789868107
Company 1502,121.8772816,251642152.6,9.528628849,28.00100131,0.035951141,1.449015552,0.656239893
Company 1503,53.84630987,676350261.8,3.355343917,21.25637678,0.02519444,1.964020888,0.608758325
Company 1504,101.1871741,706923240,6.656906013,7.260474445,0.035438282,0.965901457,0.411782027
Company 1505,107.0293428,610397409.7,7.543068945,28.69641418,0.012447176,1.191454388,0.473808435
Company 1506,109.8234171,313594486.8,8.138267723,11.46393159,0.016221911,1.511002057,0.414520829
Company 1507,137.0258554,271825157.5,9.462922052,13.43031226,0.016710767,1.312259423,0.84216603
Company 1508,130.040382,598070614.4,3.197903525,15.05651034,0.00128712,1.765141694,0.230000453
Company 1509,141.1857639,866229538,8.5992139,6.28060741,0.017052394,1.64261406,0.005720932
Company 1510,164.7324892,946786995.2,1.403700344,17.41288556,0.040165229,0.587445806,0.651319897
Company 1511,171.9478608,106799898.6,7.079904973,8.082962277,0.044864925,1.997631851,0.202462184
Company 1512,157.7184614,155673784,7.445579522,15.02425817,0.025910916,1.628603681,0.890115136
Company 1513,193.3285544,944791522.5,6.809460088,13.7677447,0.022775085,1.795854974,0.85904633
Company 1514,52.7348874,736798693.1,2.597915888,24.32100209,0.001541231,1.476796568,0.076727372
Company 1515,79.36669785,883110831,8.743127155,25.07926279,0.043960217,1.784427692,0.106388405
Company 1516,51.13443125,203430001.5,1.771698787,8.83532206,0.000650511,0.668574462,0.495171592
Company 1517,147.1212071,587998285.2,0.630984436,14.16377968,0.047237504,1.021606753,0.609222663
Company 1518,184.7045823,701438454.8,7.202903407,14.33382903,0.024460812,1.814631415,0.274908337
Company 1519,86.52234449,680431773.6,4.807209581,8.785261098,0.017096725,0.802482817,0.716797717
Company 1520,189.0551817,408743539.2,8.506070398,24.96133763,0.046210922,0.617363148,0.594916021
Company 1521,59.04010854,16379496.8,3.895631696,22.68070821,0.00121955,1.68217841,0.32482411
Company 1522,190.165404,583343130.7,1.765958026,9.759544657,0.029071245,1.753229233,0.025371488
Company 1523,102.7434031,253848437.6,8.380777705,14.16804771,0.027446626,0.743978327,0.750150281
Company 1524,65.21312427,450803991.9,5.534205353,7.645125621,0.01096602,1.781518974,0.214753666
Company 1525,122.8807639,957623434.1,1.973038345,20.70516493,0.021444372,1.530151693,0.834473743
Company 1526,88.51648516,399636282.3,7.231801586,8.034298114,0.0326132,1.280124025,0.42029026
Company 1527,92.73093529,839961805.1,5.160025021,29.64835422,0.03635656,1.745375289,0.577077443
Company 1528,96.09349474,189352065.1,6.082698524,24.51705187,3.58E-05,1.128873874,0.87294873
Company 1529,170.4538847,672788037.5,4.662893548,14.75596374,0.046842672,0.790990934,0.863623001
Company 1530,130.8741915,977029947.5,8.30421894,19.46409831,0.008226269,0.927279015,0.371519575
Company 1531,96.69615487,102791207.8,8.312670885,27.78354541,0.011679022,1.257746027,0.208888893
Company 1532,141.5500675,9311622.285,7.122949336,18.85248201,0.013173672,1.296996189,0.775146078
Company 1533,157.4226011,434149209.8,1.143473636,9.36246216,0.001891007,1.70837124,0.433080204
Company 1534,90.89360011,93532857.57,8.404653233,14.46758389,0.006152606,1.687029085,0.192041994
Company 1535,112.0323652,748635965.3,6.743028507,26.07862163,0.049317496,1.372049836,0.904425342
Company 1536,68.282914,914634115.2,7.000539243,21.1053254,0.015760837,1.671178225,0.198104194
Company 1537,77.17240243,434586951.7,3.69353012,21.26810961,0.005765055,0.787660187,0.025807168
Company 1538,152.1676781,259452930.5,8.804867606,26.67053714,0.005349563,0.575096791,0.020279974
Company 1539,77.21575215,434968915.7,7.281178842,27.34932644,0.035972998,1.810450734,0.622315356
Company 1540,128.7745076,723724370,1.214645619,27.99481429,0.042728433,0.613331741,0.661675061
Company 1541,156.3569393,10045107.42,4.137002541,7.371229831,0.012847615,0.870032645,0.311041705
Company 1542,66.03153846,589864535.5,8.875165583,18.60315005,0.001045476,1.542978424,0.320010989
Company 1543,135.0968329,613678393.2,0.567247347,23.51273803,0.011154501,1.114171906,0.339493915
Company 1544,88.48441756,638050558.6,9.618024534,23.92317113,0.002825785,1.814470955,0.680158547
Company 1545,194.4390313,242780057.9,6.823709426,20.16790505,0.005169747,0.946969692,0.058133791
Company 1546,122.531847,714338670.7,6.350622179,9.16968338,0.021575406,0.51780702,0.929116353
Company 1547,170.8988825,92300094.85,2.778536639,24.93551385,0.011495919,0.950983461,0.222521044
Company 1548,132.5339813,200071066.1,2.563038709,23.00278334,0.025797294,1.367112574,0.999673205
Company 1549,56.51187993,877592576.6,9.426376373,7.153394289,0.012674688,1.063907563,0.171522694
Company 1550,144.9727063,738984427.6,3.052897297,16.59524562,0.047026865,1.302309134,0.771546457
Company 1551,192.7105013,14731808.46,7.777502438,9.349434988,0.045297198,1.814897178,0.223412545
Company 1552,140.241773,249127884.1,3.991905802,13.43692614,0.028340305,1.868727581,0.080846802
Company 1553,172.8783289,215192076.5,1.478615301,5.452027305,0.0177212,0.898961097,0.874933324
Company 1554,182.6309695,271535521.7,0.206081447,15.00824671,0.019057344,1.19321071,0.858751259
Company 1555,84.21196579,248312210.5,5.488147636,18.74692303,0.020592614,1.323716023,0.403570392
Company 1556,81.80672599,63463769.45,9.760210304,20.48956482,0.036378966,1.923668685,0.702396143
Company 1557,141.6471483,459481576.1,3.754448319,21.58725863,0.02258195,1.997925979,0.557065933
Company 1558,111.6542705,733000741.3,3.636204107,25.90728283,0.042836497,0.853110873,0.852956114
Company 1559,175.9791954,607124993,3.506507017,10.38657268,0.047204739,1.590469807,0.315055969
Company 1560,185.0034685,673198796.9,5.253383989,8.012045561,0.016797308,1.067046593,0.5236724
Company 1561,103.0132069,82068029.36,4.462582346,26.2884293,0.028034724,0.512162295,0.485372371
Company 1562,85.53058385,951539219.5,8.811154805,8.915320372,0.004752827,0.513878784,0.353905826
Company 1563,167.0788273,838653342,5.104655838,29.36900203,0.010023452,1.190849011,0.891455065
Company 1564,91.22090533,805285228.2,5.126802598,26.06345573,0.020673288,1.23250237,0.165877925
Company 1565,173.3921478,823160821.2,1.469878788,17.52191515,0.010310136,0.533854545,0.14950864
Company 1566,113.560738,932777797.6,9.829121455,29.53553562,0.043828025,1.530391125,0.576909535
Company 1567,150.1324849,544709712.1,2.57473162,7.434418228,0.007914313,0.941005083,0.65749423
