Bedrooms,Square Footage,Location,Age of House,Bathrooms,Sale Price
3,1088,Rural,5,2,886418
5,2455,Suburb,1,3,183501
1,1440,Rural,50,1,184816
3,3931,City,32,1,822808
5,1769,City,20,2,112677
1,842,City,17,2,932409
1,1824,Rural,41,2,177186
4,2839,Rural,17,2,636402
5,2126,Suburb,14,1,903477
2,1053,City,40,3,391327
1,1787,Suburb,48,1,73609
1,1989,Suburb,4,1,236834
1,2442,Rural,37,3,455970
4,3996,City,26,2,237309
4,1669,Suburb,23,1,653713
4,2743,City,30,3,917611
5,3336,Suburb,4,2,899288
3,1076,City,2,2,358508
5,1960,City,31,1,119131
3,2222,City,23,1,354592
2,2272,Suburb,35,2,952839
5,3440,City,41,1,688222
1,3824,City,44,3,670759
2,3283,City,21,3,988416
1,3243,Rural,46,1,741412
3,1232,City,13,3,821371
4,3755,Rural,25,1,173156
3,3683,City,3,2,262216
5,2392,City,44,1,164170
2,3180,City,27,3,808692
2,2676,Suburb,29,3,208142
2,3661,Rural,48,3,787296
3,2479,Rural,37,3,737681
5,817,City,45,1,702719
4,1772,Suburb,11,2,957065
2,3162,Suburb,4,3,278496
4,1847,Rural,28,1,769231
2,3949,Rural,15,3,765577
2,1155,Rural,15,1,423930
3,2287,Rural,36,2,916799
1,3137,City,32,2,516508
2,2137,City,44,1,369855
1,3945,Suburb,33,3,917939
3,3541,City,22,2,832922
2,1300,Suburb,40,3,963543
5,1089,City,21,2,609843
2,3648,Suburb,34,1,605390
2,815,Rural,48,3,264512
5,1571,Rural,25,3,294658
5,2107,City,38,1,572688
2,3013,Suburb,7,3,754475
4,1678,City,38,3,669947
3,2809,Rural,29,3,449205
4,3153,Rural,43,3,781723
2,3919,Suburb,38,2,819937
1,921,Suburb,37,2,196039
5,3854,Rural,2,2,869383
5,1019,Suburb,43,1,554970
1,2321,Suburb,29,3,241314
3,2553,Suburb,45,1,213247
3,3083,Suburb,10,3,847878
2,2082,Rural,23,2,711615
2,3798,City,34,3,733110
5,2706,City,9,3,640012
1,2604,Suburb,16,3,114813
1,3050,Rural,34,1,637545
4,1931,City,27,1,220329
3,3055,City,50,3,704246
3,3680,City,41,2,662431
2,1515,Rural,28,2,573557
2,1835,Suburb,21,2,504107
3,3375,Suburb,37,3,253829
4,2759,Suburb,24,2,145398
2,882,Suburb,16,3,54056
2,1750,City,20,3,63373
4,1373,Rural,4,3,503901
5,1112,City,3,3,987293
3,912,Rural,41,1,76596
1,3087,Suburb,19,2,748047
1,1232,Rural,42,2,394013
1,3090,Rural,8,3,189274
1,2586,Suburb,36,1,125709
1,2623,Rural,14,1,99007
5,1534,City,27,2,405026
3,1091,Rural,43,3,255198
2,846,Rural,16,2,212222
1,1914,Rural,19,2,552023
4,3194,City,30,3,160063
1,1132,City,46,3,587915
5,1221,Rural,3,1,390304
3,3699,Rural,36,2,388434
4,1382,Rural,30,2,604214
1,2938,Suburb,15,1,120052
5,3414,Suburb,50,2,752617
1,867,Rural,39,3,233496
1,1466,Suburb,37,2,452654
4,1380,Rural,44,2,563160
5,2666,Rural,14,3,53225
3,2451,Suburb,13,3,609331
5,1667,Rural,31,2,891324
3,1343,City,49,2,343066
3,1512,City,31,3,984817
3,1094,Rural,19,2,472217
3,3635,Suburb,29,1,382818
5,3504,City,13,3,597315
4,2163,Rural,13,1,419416
3,2947,City,45,1,832158
2,2607,City,6,1,918381
3,2144,Rural,12,3,695169
2,3599,City,9,3,823203
1,2406,City,48,2,660895
3,3867,Suburb,41,2,348020
2,966,Rural,12,3,347007
3,1586,Suburb,48,3,579148
5,2132,City,18,2,612430
4,1278,Rural,28,3,811794
1,1147,City,6,3,955162
4,3017,Rural,19,2,799803
4,1114,Suburb,13,3,567747
5,2118,Rural,49,2,787083
2,2000,City,49,3,181000
1,3831,City,48,1,335728
4,2889,Rural,3,1,69431
3,2312,City,16,1,81352
2,3179,Suburb,9,1,166885
1,2677,City,10,3,962218
4,3753,Rural,37,3,926684
4,1910,City,42,2,524517
2,3090,Rural,48,1,88147
3,3244,City,14,2,352479
4,1025,City,45,3,552931
5,976,Rural,49,1,171829
5,1493,Rural,31,1,100694
2,1637,Suburb,17,2,972505
1,1755,City,25,3,295328
2,3452,Suburb,33,1,158783
2,1597,Rural,27,2,341357
1,2205,City,5,1,857222
1,3902,Suburb,48,2,193021
1,3138,Rural,9,1,139732
3,2394,Rural,13,3,269592
4,3089,Suburb,45,3,404642
2,1132,Rural,13,2,455439
5,2421,Rural,29,1,752284
1,880,Suburb,6,3,109096
1,3447,Rural,13,2,636113
1,1909,City,18,3,971171
4,2937,Rural,41,2,947989
5,2867,Rural,50,2,682800
2,3330,Suburb,33,3,127656
4,1968,Suburb,3,3,415147
3,3212,Rural,17,2,999621
5,3520,Suburb,22,3,152320
5,3194,Suburb,25,2,157063
3,2349,Rural,46,2,627605
2,1086,Rural,1,1,74916
5,963,City,15,2,971408
1,3849,Suburb,1,3,379019
2,3148,Rural,37,1,203493
4,3391,Suburb,43,3,660423
3,3017,Suburb,8,2,242097
1,3318,Rural,28,2,510203
1,3358,City,50,3,749687
1,1567,Suburb,3,3,502692
4,1199,Rural,47,3,116589
1,1215,City,40,1,775892
5,2974,Suburb,1,2,65618
1,1122,Rural,34,3,175194
2,1517,Suburb,45,3,534837
5,810,City,50,3,674881
1,1584,Suburb,19,2,762477
4,3608,Rural,28,2,703696
1,2347,City,37,1,157263
4,1244,Rural,3,3,219406
5,2809,Suburb,11,2,714390
5,3126,City,3,3,433696
5,3423,City,18,3,193958
5,2147,Suburb,38,3,333663
4,3470,City,36,3,397040
2,2076,Suburb,13,2,244907
4,3430,Rural,32,3,755415
4,3155,City,32,1,263959
1,3249,City,14,3,288836
1,1200,Rural,14,1,70989
4,2745,City,39,1,934947
3,1308,Suburb,24,3,606224
2,1282,City,17,2,919728
5,2006,Rural,30,2,592255
5,2801,Suburb,9,3,329691
5,3256,City,23,1,196503
1,3114,Rural,21,1,95198
1,2106,Suburb,10,1,434665
2,3927,Suburb,10,2,803129
2,3095,City,4,1,167105
4,2436,City,40,2,324347
1,1827,City,32,3,70601
5,2014,City,27,3,179380
4,3970,Rural,33,2,538891
3,1311,Suburb,8,3,79808
3,2417,City,42,2,519427
2,3765,Suburb,5,2,60781
1,3279,Suburb,46,2,723213
1,2427,Rural,15,1,177970
3,2926,City,16,1,568459
2,3256,Suburb,43,3,142056
2,1602,Rural,14,1,528862
1,3855,Suburb,25,2,584307
1,3866,Suburb,18,1,721635
3,2191,City,45,2,876284
5,3452,City,6,3,908036
2,3680,Suburb,46,2,538643
1,3270,Rural,39,3,806191
2,2893,Suburb,38,1,492937
5,2116,Rural,19,2,752017
3,2337,Rural,45,2,223762
5,3912,Rural,29,2,938707
3,3212,City,50,2,758404
2,1919,Suburb,4,2,221943
4,2699,Rural,45,1,364859
2,2449,City,39,3,969307
4,1152,Rural,37,2,378640
2,2232,City,44,2,251752
5,3040,Suburb,4,1,597719
3,1981,Rural,7,3,729983
2,1758,Rural,48,1,375140
1,3351,Suburb,50,3,764669
3,1932,Rural,13,1,735228
5,2050,City,22,2,511851
2,2319,Rural,17,2,976580
3,1810,Suburb,45,1,120853
1,3532,Rural,10,2,903758
3,3378,Suburb,38,3,717189
2,3565,City,6,2,360547
1,1301,Rural,10,2,950069
2,1000,Suburb,8,2,596894
4,1316,Rural,50,2,670959
3,3753,Rural,41,2,428418
1,1917,Suburb,3,2,514735
2,1376,City,35,2,346463
4,3142,Suburb,39,1,517055
2,1334,Suburb,21,1,352102
2,1721,City,46,2,873459
3,1339,Suburb,16,2,811775
3,3505,City,18,2,797703
4,1501,Rural,43,3,373065
3,3094,City,1,3,742855
1,918,Suburb,37,1,806325
4,3990,City,6,3,565250
3,1931,City,27,3,162067
5,3819,Rural,11,1,125713
1,3302,Suburb,29,2,800773
2,2148,Suburb,15,2,486036
1,3518,City,42,2,911057
1,3496,City,48,3,104539
1,3676,Suburb,11,3,975690
5,944,City,20,1,721069
1,2304,City,31,3,899913
5,1660,Suburb,36,1,264294
5,1066,Suburb,1,3,214807
3,3005,Suburb,42,1,92169
5,1795,Suburb,25,3,94799
5,2193,City,6,2,448577
4,2963,Suburb,17,2,751579
5,1099,City,20,2,645068
1,1242,Suburb,45,3,831147
2,2827,Suburb,45,1,738267
5,3494,Suburb,35,1,997567
5,3978,City,50,1,421986
3,1318,City,4,2,255084
3,2771,Suburb,48,2,88433
1,1276,Suburb,47,2,462515
4,2889,Rural,41,1,308739
5,2541,City,47,3,944735
2,2564,Rural,27,3,890109
5,3526,City,3,2,427224
4,1553,City,19,2,271944
4,2484,Suburb,20,3,905848
2,913,Rural,38,2,615377
1,1781,Rural,40,2,530430
5,1923,Rural,9,2,660217
5,1582,Suburb,43,2,560079
3,2818,Rural,25,3,311269
1,3730,Suburb,41,3,381889
2,3858,Suburb,47,2,397758
5,3248,Rural,4,3,973020
4,1116,City,28,3,972089
1,1582,City,18,1,444370
4,1985,Suburb,26,3,870376
4,3669,Rural,16,2,682254
5,2228,Suburb,12,3,719715
2,2830,City,37,3,439649
2,2902,Rural,12,2,570446
2,894,City,14,1,936962
5,1966,City,22,3,193379
3,1682,Suburb,40,2,206042
2,3765,Rural,10,2,528223
4,985,Rural,37,2,817868
4,2497,City,46,2,965029
3,1057,Rural,44,2,528518
1,3816,Suburb,50,3,288504
5,1934,Suburb,40,1,455428
5,2380,Suburb,1,2,772282
4,1467,Suburb,32,1,444531
2,950,City,24,3,132725
2,2595,Rural,46,1,359959
3,1627,Rural,46,1,566649
1,3608,City,11,2,57273
2,3827,City,32,3,610477
2,3307,Suburb,17,2,755241
4,3923,Rural,45,1,997834
2,2059,City,14,1,971321
5,3940,Rural,28,3,337842
2,2130,Rural,39,3,503828
2,1448,Rural,35,3,431991
1,2948,Rural,12,1,864675
5,963,City,6,2,908994
3,1365,City,39,3,814600
5,2287,Rural,6,2,807342
3,1841,Suburb,49,3,616322
1,2710,Rural,22,3,515630
1,1371,Rural,34,3,806685
4,1122,City,33,3,410331
1,3431,Suburb,50,1,785827
2,2234,City,43,2,419703
5,800,Suburb,34,3,314806
3,1408,Suburb,15,1,825658
5,1064,City,41,1,861300
5,3167,City,25,3,163394
5,2919,City,15,2,470157
5,1242,Rural,14,2,728915
5,892,Suburb,19,1,205981
1,1679,City,18,2,868778
5,3131,Suburb,38,3,484245
5,2228,Suburb,9,3,392980
3,3205,Rural,27,1,812559
5,3728,Rural,19,3,914320
5,1912,Rural,27,2,281879
5,2804,City,40,3,570088
2,1892,Rural,33,3,976042
2,2859,City,38,1,516371
2,2346,Suburb,22,2,646583
5,2669,City,8,1,722165
1,1882,Suburb,40,1,826470
2,1323,Suburb,39,2,136533
4,3164,City,18,1,752443
2,3819,Rural,24,2,551533
3,1223,Rural,20,3,816327
1,1765,Rural,37,3,247620
3,3089,Rural,9,2,148492
3,2451,Suburb,10,1,133290
2,3265,Suburb,50,1,979742
3,2564,Suburb,34,2,909829
3,2342,Rural,44,3,866473
1,3006,City,6,3,971253
2,1659,Rural,18,2,78003
1,3246,Suburb,16,3,809880
5,1921,Suburb,33,3,713122
2,2810,City,11,2,917095
3,3843,Rural,11,3,715264
2,2292,Rural,47,2,166046
2,3555,City,38,2,89330
5,3830,Suburb,39,3,660968
1,1125,Rural,17,3,305313
2,2605,Suburb,5,2,957676
2,1555,City,38,1,924761
4,1519,City,42,3,576956
2,3173,Suburb,42,2,687278
1,1620,Suburb,15,2,329867
4,3953,Suburb,26,1,751640
3,1670,Rural,38,1,347202
3,3327,City,39,1,307548
2,2963,Suburb,49,3,937871
1,1144,Rural,28,2,172854
2,1753,Rural,26,3,848046
3,2609,Suburb,4,3,81126
2,3483,Rural,48,3,966978
2,2014,Suburb,25,3,382711
3,1636,City,17,1,477841
3,1931,City,26,1,127586
4,3825,City,45,2,938213
4,982,Suburb,34,3,617127
1,1503,Rural,36,3,475593
1,2313,Rural,20,1,649717
3,2662,Rural,3,3,377950
1,3035,Rural,13,2,550712
1,2636,Rural,34,1,792528
4,3646,City,13,3,925114
3,2388,City,9,3,594920
4,3254,City,23,1,544002
2,2320,Rural,48,1,696667
3,2614,City,49,2,978238
5,1738,City,10,2,580251
1,2901,Rural,41,3,344902
1,1105,Rural,29,2,105489
3,2938,Suburb,26,1,350342
5,2839,Suburb,31,3,940325
3,3693,City,39,2,237655
1,3151,Rural,4,3,193320
1,3357,Suburb,11,1,817109
3,3832,Suburb,10,3,83726
2,1295,Rural,30,1,954974
4,2847,Rural,48,1,114135
3,2450,Rural,5,3,751798
2,1605,City,35,1,838505
5,2857,Suburb,47,1,341152
1,1089,Rural,40,2,880670
1,1404,Suburb,40,1,553476
3,3329,Rural,35,1,51994
5,2474,Suburb,49,3,293023
3,1698,Rural,9,1,971201
4,3067,City,24,1,300315
3,2682,City,44,1,625116
1,2355,Rural,27,1,669301
1,2271,Rural,46,2,792920
2,3415,City,3,1,647931
4,1642,Suburb,40,2,672351
2,2642,Rural,31,3,128750
4,1720,Suburb,2,3,507982
1,1796,Suburb,22,3,290149
3,3544,Rural,11,2,632116
1,2707,Suburb,44,1,241322
2,2846,Suburb,8,2,632480
2,3236,Suburb,41,1,186126
3,1315,City,34,2,467970
5,1764,Rural,2,3,62782
1,905,Suburb,42,3,917128
2,3011,Rural,11,1,916814
5,1766,City,35,2,829481
5,2926,City,27,2,700346
1,2149,City,11,1,690225
2,3656,City,26,2,321009
5,2408,Rural,25,3,261783
2,1480,Suburb,23,3,991568
5,1966,City,47,2,115571
1,3592,Rural,12,1,776011
1,2448,Rural,26,1,112911
2,2883,Suburb,29,1,260095
1,1973,Suburb,34,3,745244
4,2467,City,13,3,250551
1,1478,Suburb,37,3,638629
3,3062,City,50,3,958797
1,3045,Rural,48,1,253051
2,2973,City,34,2,847099
5,2336,Rural,21,1,636100
4,1872,Suburb,24,3,441017
2,1973,Rural,35,1,712225
2,1616,City,7,3,165564
5,3751,Rural,30,3,779937
5,2212,City,39,2,67508
3,3390,Suburb,26,3,638577
2,2193,Suburb,16,1,636239
4,1197,City,11,1,778526
3,2577,City,8,3,438662
3,3363,Rural,4,2,764694
4,1754,Suburb,43,3,610903
5,3044,Rural,5,3,372130
5,2506,City,33,1,630509
2,3900,Rural,30,3,893153
3,849,City,37,1,985787
4,1745,Suburb,5,1,858904
4,3246,Rural,42,1,584134
4,3467,Suburb,42,1,707948
3,2692,Suburb,12,1,466120
1,3719,Suburb,13,2,230270
1,2398,City,7,3,144814
2,1913,City,26,3,89373
3,3835,City,16,3,844525
3,2452,Rural,33,3,439877
1,3183,City,47,3,430915
5,2763,City,23,3,778440
1,3601,Suburb,1,1,304637
3,3474,Rural,44,1,736047
4,2072,Suburb,10,3,182622
3,2251,Suburb,19,1,79535
2,1214,Rural,38,3,725370
1,1525,Rural,46,1,375098
2,2149,City,4,3,443120
1,3841,Suburb,27,1,98195
1,3673,City,37,1,531069
2,2079,City,9,2,670424
2,1362,Suburb,19,3,443670
4,2284,Rural,31,2,609280
2,1926,Suburb,17,1,66807
5,2361,Suburb,45,1,887605
3,2342,Rural,41,2,979235
4,1986,Rural,40,2,190568
1,1605,Suburb,46,3,661858
5,3786,City,31,2,405377
2,1553,Suburb,40,1,315017
2,3462,Suburb,11,1,236363
5,2262,City,44,3,737154
3,1746,Rural,21,1,319734
5,895,City,35,2,449384
1,3213,Suburb,42,3,304708
5,1949,City,3,1,796827
4,1470,City,32,3,339336
5,1478,Suburb,7,2,840439
5,1790,City,8,1,526294
1,2713,Suburb,33,2,671436
1,2174,City,39,1,648509
3,1950,Rural,38,1,885378
1,1434,City,45,1,355674
1,3060,Suburb,5,3,434912
1,2265,City,50,3,68968
5,1906,Suburb,24,3,580934
5,3604,Suburb,46,3,798277
1,1111,City,38,1,864947
2,1272,Rural,25,1,675495
1,3579,City,31,2,595332
1,3700,City,38,3,592138
3,3349,Rural,3,1,924112
1,2401,Suburb,29,2,888148
1,2590,Rural,11,3,76642
3,1990,Rural,8,1,899807
1,2285,Suburb,7,2,456997
1,2861,Rural,25,3,522655
4,3318,Suburb,5,1,717357
3,1637,Suburb,7,3,407355
3,1699,Suburb,11,3,721740
4,2505,Suburb,3,2,461530
3,1573,Rural,26,3,994980
2,2238,Suburb,29,3,235919
5,2212,City,33,1,78073
5,3852,Suburb,16,3,712123
3,3716,Suburb,15,1,788080
5,3738,Rural,2,1,271952
1,1875,Rural,13,2,693447
1,2438,Rural,20,3,105346
2,1697,Suburb,26,2,457469
4,3627,City,14,1,519854
5,1746,Suburb,4,3,914989
2,3316,City,44,3,861599
5,1647,Suburb,15,2,852113
1,2912,City,23,3,687583
2,2847,Rural,43,3,989674
2,1037,Rural,32,1,553058
4,1094,City,19,1,676454
1,1144,Rural,49,3,408814
2,3769,Suburb,6,2,560431
1,1930,Suburb,12,2,489292
1,3987,Suburb,4,3,952055
3,2798,City,40,3,427622
3,3504,Rural,13,1,111744
4,3714,Rural,8,2,235242
1,3773,Suburb,3,1,655688
3,2517,City,42,1,662853
5,2833,City,46,2,267009
1,2168,Rural,42,2,502337
2,3032,Rural,16,2,259024
1,3102,Suburb,26,1,563167
2,2940,Suburb,28,2,412846
4,3955,Suburb,25,3,244010
3,2783,City,7,2,829351
5,2984,Suburb,42,2,928394
3,3998,Suburb,47,3,648791
2,2931,Suburb,42,3,614406
4,1984,Suburb,4,3,667203
2,1974,Suburb,5,1,173232
4,2096,Rural,17,3,705486
4,2889,Rural,21,2,504399
5,3007,Suburb,43,1,511782
5,2532,City,47,2,570721
3,1844,Rural,43,2,211001
5,3470,City,33,2,798651
2,877,City,5,1,154321
2,862,Suburb,2,2,122660
4,1072,Rural,20,3,331493
3,3821,Rural,27,2,658808
3,1018,Rural,18,2,727752
3,1816,Rural,14,1,164683
4,998,Rural,41,2,95246
5,2205,Rural,25,2,67204
1,3625,City,46,1,287522
2,2836,Suburb,18,3,182352
4,2293,Rural,49,3,663219
2,2492,Rural,8,3,309302
5,2671,City,13,3,907207
5,3887,City,37,1,473756
4,2188,City,9,2,294842
4,3372,City,19,3,524616
1,1868,Suburb,15,1,902060
3,919,Suburb,50,1,748731
1,1623,Rural,6,2,797776
4,1389,Suburb,7,3,620169
1,1138,Rural,24,2,704340
2,3321,Rural,9,2,756329
5,1700,City,14,3,51611
5,2149,City,21,3,808931
1,3262,Suburb,40,1,387584
3,3112,City,49,3,311325
4,2566,Suburb,12,3,601733
5,2753,Rural,26,1,794492
1,3138,Suburb,14,2,174560
4,1647,Rural,2,2,994539
5,1346,City,6,1,300262
1,3712,City,4,1,971907
4,3418,Rural,17,1,467507
3,3082,Rural,47,3,52378
1,2905,Rural,33,3,177305
1,2587,City,21,2,534959
1,1251,Rural,44,1,499521
5,1653,Suburb,45,3,181651
3,3671,Suburb,34,3,127770
3,986,City,1,3,74377
1,3430,City,48,1,210494
1,3957,City,46,3,319123
3,2606,Suburb,16,3,939163
4,1173,Rural,17,3,190189
1,814,Suburb,43,2,950947
3,1150,City,3,3,79275
5,1883,Rural,17,2,761975
3,3315,Rural,21,1,757822
4,3724,Suburb,38,1,736295
1,3341,Suburb,45,1,656919
3,2176,City,38,2,434305
2,1277,City,43,1,989229
1,3926,City,2,2,402147
1,823,Suburb,39,2,407542
2,2150,Suburb,3,2,777137
1,2186,City,15,2,126317
5,855,Rural,42,2,306236
5,1791,Suburb,13,1,678296
4,3920,Suburb,27,1,770495
4,2934,Suburb,33,2,990122
3,2827,Suburb,48,3,238338
3,1697,Suburb,28,3,717252
5,2333,Suburb,7,1,436305
1,1652,Suburb,43,2,519097
2,2484,Rural,41,3,862327
5,2790,City,30,1,271958
4,3205,City,40,1,63264
4,3024,Rural,44,3,975610
4,1029,Rural,40,2,345311
2,3828,City,18,2,639517
4,1805,Rural,47,3,126453
4,3394,Rural,41,2,499328
3,1962,Rural,30,1,450308
1,1150,Suburb,49,1,569958
1,970,City,10,1,319359
2,1697,Rural,18,1,108368
4,3366,City,11,2,394715
3,3004,Rural,13,3,730755
1,3692,City,48,3,184657
2,2768,Rural,32,3,236030
3,3163,Suburb,2,2,544718
4,3282,Suburb,26,1,464278
2,2015,City,25,1,654033
3,2155,City,14,2,422445
1,1546,Suburb,42,1,88641
5,2516,City,31,1,464721
1,2197,Rural,50,1,830350
5,1900,Suburb,45,3,833645
2,3920,Rural,43,2,617621
3,3237,Rural,41,2,820660
3,1559,City,45,1,328141
3,1652,City,31,1,867714
4,3375,Rural,20,1,973349
1,2864,City,29,3,909857
5,3340,Rural,49,2,234272
4,1120,Suburb,7,3,231739
2,3204,City,45,3,822344
2,2184,City,11,1,90174
4,3039,Rural,41,1,836185
5,3909,Rural,20,3,203967
2,3645,Rural,49,2,644670
1,3273,Suburb,7,1,209616
2,890,City,38,3,462309
5,1446,Rural,17,3,291855
1,3336,Rural,6,2,495585
4,2049,City,35,2,848563
5,1164,Suburb,13,1,332037
1,3133,City,30,2,741295
1,2674,Rural,21,3,912239
1,3834,Rural,30,3,798907
5,3435,City,11,3,850678
3,2257,Rural,28,1,727095
2,1960,City,34,1,627898
3,3277,Rural,43,2,182996
2,2825,City,11,3,112594
5,1744,Suburb,30,1,971600
2,1984,City,11,2,401931
5,1210,City,16,1,624540
1,3119,Rural,18,1,334447
4,1490,Suburb,30,3,634243
3,1008,City,17,2,178371
3,2464,Suburb,13,1,96158
5,3433,City,29,3,544117
2,2440,City,5,2,331318
2,2727,Suburb,7,3,730140
4,2045,Rural,46,1,338519
1,2307,City,50,2,796364
2,1808,City,45,3,993408
2,3840,Rural,43,2,700573
1,1198,Suburb,31,2,695718
4,3410,Rural,20,1,311584
2,3943,City,19,2,218021
5,3458,Suburb,35,3,811638
1,2104,Rural,30,2,348676
2,1602,Rural,15,3,541874
4,1578,Rural,15,3,911256
3,809,Rural,45,3,283582
5,2219,City,3,1,256138
5,1804,Suburb,2,2,685926
5,1246,City,8,1,166383
5,1331,Suburb,50,2,545257
3,1229,City,35,1,172916
3,1140,Rural,25,2,146808
3,2816,Rural,32,1,682596
3,3090,Suburb,46,2,215064
4,2102,Rural,2,3,423932
2,3831,Suburb,37,2,308560
3,1041,Suburb,6,2,724622
3,3709,Rural,37,1,274492
4,1887,Rural,10,3,943669
1,2768,Suburb,8,2,124473
4,1254,City,4,3,517764
1,1234,City,18,2,528513
5,3031,Suburb,35,1,813344
4,3173,Rural,43,1,896000
5,2923,City,25,3,666640
1,2874,City,48,2,930203
4,2540,Suburb,31,3,228168
1,3779,City,37,2,686724
1,3905,City,41,2,426071
5,1723,City,32,3,777307
1,1099,Suburb,10,1,594336
2,2142,City,44,3,50325
3,3192,Suburb,17,2,149895
4,1355,Rural,19,2,646459
5,3652,Suburb,23,3,724277
3,904,Rural,10,2,906831
5,2381,City,30,1,481726
2,3520,Rural,4,1,776144
3,3106,Rural,5,2,465357
4,3052,Rural,10,3,352228
1,3445,Rural,17,1,103313
1,2320,Suburb,27,2,363731
3,2727,Suburb,32,1,805697
5,3458,City,8,3,589972
4,2303,Rural,25,3,735536
1,1754,Rural,18,2,493861
3,3302,City,39,1,977119
3,2748,Rural,2,2,105762
2,1096,City,38,1,529437
4,2290,City,28,3,672229
4,2768,Rural,37,2,98214
5,1364,Suburb,7,3,835280
5,2017,Suburb,14,3,791978
3,2989,Suburb,6,3,561932
2,830,Rural,49,1,788536
3,3567,City,25,1,715259
5,2904,Suburb,7,1,61243
1,849,City,47,1,213653
2,3845,Suburb,43,3,580690
4,1657,Suburb,50,3,745992
1,2500,City,18,2,690446
1,2987,City,14,2,723244
4,3954,City,39,1,395384
3,2649,Suburb,6,2,97076
2,1516,Rural,41,3,877118
1,3061,Rural,7,1,368347
3,2793,City,21,2,886310
4,1285,City,29,1,784497
3,2379,Rural,46,2,621001
1,1056,Rural,30,3,887262
2,3977,Suburb,50,3,278872
2,2789,Rural,32,2,689171
4,1860,City,42,3,746506
3,3245,City,38,3,592794
5,1838,Rural,28,2,302417
2,2387,City,1,2,595295
5,1351,City,43,1,743507
3,3355,Rural,22,1,933339
3,2201,Rural,41,2,608429
5,2760,Rural,12,3,272366
4,2213,Suburb,6,3,308283
5,3478,Suburb,42,1,616747
1,3624,Rural,11,2,184424
5,1027,City,35,3,765862
5,1163,Rural,25,2,209383
4,3539,City,12,2,451253
1,905,Suburb,35,1,300701
3,2780,Rural,32,1,65600
1,1456,Suburb,5,2,932918
5,1586,Rural,28,2,308866
3,3140,Suburb,40,2,228462
4,2273,Rural,21,1,878311
3,3317,Rural,26,2,255434
4,3610,Rural,3,1,753989
5,3139,City,2,3,88653
1,1143,Suburb,42,1,472391
1,1508,Rural,16,2,733831
1,2333,Suburb,20,2,251466
1,2657,Suburb,47,1,864469
1,1558,City,21,2,240328
2,1333,Suburb,33,2,511406
5,2771,Suburb,15,2,650392
1,2111,Suburb,45,1,556395
1,2179,City,42,1,630723
4,1958,City,8,3,228618
5,1314,Suburb,10,2,439416
4,1455,City,13,2,124191
1,2837,Suburb,20,3,583123
5,3546,City,39,3,785107
5,1050,City,46,2,282078
5,1351,City,36,3,253612
3,3764,City,47,3,353277
2,1088,Rural,49,3,462690
2,1016,Rural,19,2,947531
1,3778,Suburb,36,1,505661
2,3558,City,9,1,449943
5,3675,Suburb,39,3,404865
3,2262,Rural,24,2,960126
2,3604,City,17,1,603165
2,2568,Rural,9,1,129248
3,1961,City,45,1,597897
4,2891,City,25,3,55795
1,3373,Suburb,13,1,785631
5,3049,Suburb,41,1,885035
3,2968,City,22,3,331721
4,3700,Suburb,28,1,939002
1,2669,Suburb,26,1,608305
4,2582,Rural,34,2,730756
1,3564,City,13,2,901197
2,2293,City,44,2,87769
3,1434,Suburb,42,1,233299
1,2117,City,3,1,916309
3,3950,Rural,36,3,417351
3,2695,Rural,25,1,440070
4,3333,Suburb,8,1,102704
5,2814,City,12,3,426800
4,2611,Rural,40,2,791042
4,1156,Rural,16,1,51216
5,1077,City,41,3,313894
5,806,Suburb,12,1,437649
4,1411,Suburb,35,1,940862
3,3682,Rural,34,3,887357
2,3142,Suburb,39,1,465999
5,3379,Rural,49,3,487683
2,2596,Rural,5,2,911720
3,3568,Rural,13,3,404488
5,3437,City,35,1,215186
1,2206,City,29,1,114159
1,2571,Rural,46,2,620804
4,2766,Rural,14,1,669980
2,2501,City,48,3,228864
1,2349,Suburb,38,1,422440
4,1781,Rural,11,1,570650
4,3292,Suburb,35,3,339428
4,1093,City,36,3,693311
3,3146,Suburb,6,3,768389
2,3209,Suburb,24,1,206718
5,2568,Suburb,26,1,621318
4,1060,Rural,23,2,92704
5,2777,Suburb,31,1,742550
1,2806,City,27,3,276348
3,1134,Suburb,46,2,708760
